nom;activite;adresse;telephone;note;cibleSansSiteWeb;websiteUrl;mapsLink;photoUrl;metierSource;fichierSource;categorieMaps
salon d'esthétique Pop Zen Dunkerque;Institutdebeaute | massage;;;4,7;oui;;https://www.google.com/maps/place/salon+d%27esth%C3%A9tique+Pop+Zen+Dunkerque/data=!4m7!3m6!1s0x47dc8d4234dc284b:0xa8b9d25349ccb7f8!8m2!3d51.0321981!4d2.3791986!16s%2Fg%2F11ld842t26!19sChIJSyjcNEKN3EcR-LfMSVPSuag?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepDjIxSg2QMjepjuj-YnQ6kPBqiiGJei4i1iPHxSlw4LvGS_5eFUsWbt35vyHHhvhtfSc3sY6L4S9sqQIWh5VoRt0y8G0ubzUvEx5T97LBj9TJtjQ0HqkGTwOQ5zF4-6zXuR6mlqA=w97-h92-k-no;Institutdebeaute | massage;Institutdebeaute.csv | massage.csv;Institut de beauté
Salon de Coiffure Malo les Bains;Coiffeur;;;4,5;oui;;https://www.google.com/maps/place/Salon+de+Coiffure+Malo+les+Bains/data=!4m7!3m6!1s0x47dc8c4131d4558f:0xc08bcda26b63434d!8m2!3d51.047221!4d2.39381!16s%2Fg%2F1tk1y9vp!19sChIJj1XUMUGM3EcRTUNja6LNi8A?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUatnYsID9SdJEPiHptmwE-4lCNgt2_Enpv7Xp7SvEh20riphkqxENHAGuRC4PuUULw-5v3b39QO-tH1XWDKtR2izjkKkohwihIRIzNJkH2nWz_Bmq-iszyRIRnXTJbfP-WhASoQ=w122-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Salon de Coiffure Séverine;Coiffeur;;;4,9;oui;;https://www.google.com/maps/place/Salon+de+Coiffure+S%C3%A9verine/data=!4m7!3m6!1s0x47dc8c4dc7f950a3:0xa5a1416f9f7ec877!8m2!3d51.0417137!4d2.4075053!16s%2Fg%2F1thf7vfb!19sChIJo1D5x02M3EcRd8h-n29BoaU?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepriK1UX4zrl6E4Up6t2F1Orprw6h5d1s2GAQCSKeoMiw0toMB9UyTm4ZYHLKIipDOSiFb3X6dgEQqaFcZL3GNR5H50IvUuKPMcCX3y5jCLOOyunUatbz5elatUx24rFdM9ctPF=w122-h92-k-no;Coiffeur;Coiffeur.csv;Salon de coiffure
Salon Royal;Coiffeur;;;4,2;oui;;https://www.google.com/maps/place/Salon+Royal/data=!4m7!3m6!1s0x47dc8c62bd44516d:0x84caa32fc880f34b!8m2!3d51.0306739!4d2.3762428!16s%2Fg%2F11bzz5fl4w!19sChIJbVFEvWKM3EcRS_OAyC-jyoQ?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zVfqvEVaxtMNws27vvCg_Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=160.48557&pitch=0&thumbfov=100;Coiffeur;Coiffeur.csv;Salon de coiffure
SAM RENOV - Toiture Façade Menuiserie Intérieur;Couvreur | Façadier;;+33 3 28 68 56 39;4,2;non;https://www.sam-renov.com/;https://www.google.com/maps/place/SAM+RENOV+-+Toiture+Fa%C3%A7ade+Menuiserie+Int%C3%A9rieur/data=!4m7!3m6!1s0x47dcf3d05e65d92d:0x51788124aa057830!8m2!3d50.9709202!4d2.415093!16s%2Fg%2F11r7k7m6tn!19sChIJLdllXtDz3EcRMHgFqiSBeFE?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Couvreur | Façadier;Couvreur.csv | Façadier.csv;Couvreur
Samia Praticienne Bien-être Dunkerque;Institutdebeaute | massage;;;4,9;oui;;https://www.google.com/maps/place/Samia+Praticienne+Bien-%C3%AAtre+Dunkerque/data=!4m7!3m6!1s0x47dc8d59c5000f8b:0x1c949d2a61951c67!8m2!3d51.0480961!4d2.3966861!16s%2Fg%2F11hfnf1xl_!19sChIJiw8AxVmN3EcRZxyVYSqdlBw?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepi7W7lLH2DvPqM6H86cA7NiMmyK4IyTaVZ9ju3lAEY7IneshdPmYEjLd4PUJNJNFkUveLl2jX48BmkLvYprRurVVsg5tzLhDjAN4FFBlfBITXmCrEvmIZMYAUeaSuz37L_nOq8b1wT_aWS=w80-h142-k-no;Institutdebeaute | massage;Institutdebeaute.csv | massage.csv;Centre de bien-être
SANICAP;Chauffagiste;;+33 3 28 61 64 31;3,2;non;https://www.sanicap.fr/;https://www.google.com/maps/place/SANICAP/data=!4m7!3m6!1s0x47dc8b58eb01ac49:0x3dbf762d4cc97390!8m2!3d51.0026371!4d2.3587758!16s%2Fg%2F11d_yspm_l!19sChIJSawB61iL3EcRkHPJTC12vz0?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Chauffagiste;Chauffagiste.csv;Fournisseur d'équipements de chauffage
Sapian - Agence de Dunkerque;Entreprise de nettoyage;;+33 3 28 63 78 09;3,6;non;https://www.sapian.fr/agences/agence-coudekerque;https://www.google.com/maps/place/Sapian+-+Agence+de+Dunkerque/data=!4m7!3m6!1s0x47dc8cf752991dc5:0x4ec0c610944a025f!8m2!3d50.9923337!4d2.3589364!16s%2Fg%2F113j0399g!19sChIJxR2ZUveM3EcRXwJKlBDGwE4?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service d'assainissement
SARL AKSAR;Carreleur;;+33 6 45 80 40 55;5,0;oui;;https://www.google.com/maps/place/SARL+AKSAR/data=!4m7!3m6!1s0x47dc8bc0f0f8e563:0xa3c28c137e671f14!8m2!3d51.0270056!4d2.3405559!16s%2Fg%2F11ycgpzccx!19sChIJY-X48MCL3EcRFB9nfhOMwqM?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Carreleur;Carreleur.csv;Carreleur
SARL Arbre & Vert;Élagage;;+33 6 18 74 19 35;;non;http://facebook.com/arbreetvert.dunkerque;https://www.google.com/maps/place/SARL+Arbre+%26+Vert/data=!4m7!3m6!1s0x8da656e79f2d830b:0xb043bac5754d201a!8m2!3d50.7253934!4d2.53574!16s%2Fg%2F11spwhw2y9!19sChIJC4Mtn-dWpo0RGiBNdcW6Q7A?authuser=0&hl=fr&rclk=1;;Élagage;Élagage.csv;Service d'élagage
Sarl Butez et Fils Couverture;Couvreur;;+33 3 28 63 14 10;4,0;oui;;https://www.google.com/maps/place/Sarl+Butez+et+Fils+Couverture/data=!4m4!3m3!1s0x47dc8d6e00d7f2a5:0x85129e930e3dc3e9!16s%2Fg%2F1tgprx1s!19sChIJpfLXAG6N3EcR6cM9DpOeEoU?authuser=0&hl=fr&rclk=1;;Couvreur;Couvreur.csv;Couvreur
SARL COQUELLE AUTOMOBILES - Dacia;Climatisation | Garage;3 Rue Félix Coquelle;+33 3 28 63 24 21;4,9;non;https://www.dacia.fr/trouvez-votre-etablissement-dacia.html;https://www.google.com/maps/place/SARL+COQUELLE+AUTOMOBILES+-+Dacia/data=!4m7!3m6!1s0x47dc8c4dbbfa5555:0x2f88b2fbca71b788!8m2!3d51.041586!4d2.407998!16s%2Fg%2F11l53ztfdj!19sChIJVVX6u02M3EcRiLdxyvuyiC8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Climatisation | Garage;Climatisation.csv | Garage.csv;Concessionnaire automobile | Garage automobile
SARL DB PLANTES;Fleuriste;;+33 6 22 08 71 24;4,8;oui;;https://www.google.com/maps/place/SARL+DB+PLANTES/data=!4m7!3m6!1s0x47dc8dba308a813d:0x6245ca601e15109b!8m2!3d51.0437173!4d2.4268148!16s%2Fg%2F11hc2zcjss!19sChIJPYGKMLqN3EcRmxAVHmDKRWI?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwerYUwmio6bC-KQOfM89tP-IjMT2gPVJvt6lUpueLfgGV5K_EE86_2g1ZW2D7c305JH9T2_AuHOEqDtj5RfLW_9MEj-Sqpt5VqiY1R5T81hDhCKb5iSHLjltZn0_8x3DxBAWA5zUmg=w122-h92-k-no;Fleuriste;Fleuriste.csv;Pépiniériste en gros
SARL DEPITRE DEVELOPPEMENT;Menuisier;;+33 3 28 63 13 66;2,9;non;http://www.depitre-developpement.fr/;https://www.google.com/maps/place/SARL+DEPITRE+DEVELOPPEMENT/data=!4m7!3m6!1s0x47dc8dabfd44006f:0x16ec272f1e8bc720!8m2!3d51.0341346!4d2.417113!16s%2Fg%2F11ckr6rgj2!19sChIJbwBE_auN3EcRIMeLHi8n7BY?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Menuisier;Menuisier.csv;Atelier de menuiserie
Sarl Dinvue;Opticien;;;;oui;;https://www.google.com/maps/place/Sarl+Dinvue/data=!4m7!3m6!1s0x47dc8c635d441477:0xe3bd88bf57fafdaf!8m2!3d51.0345704!4d2.3765398!16s%2Fg%2F11flt3b2jg!19sChIJdxREXWOM3EcRr_36V7-IveM?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=22tlXWkpxN3NQt-_TJyLow&cb_client=search.gws-prod.gps&w=80&h=92&yaw=258.3868&pitch=0&thumbfov=100;Opticien;Opticien.csv;Opticien
SARL JER'HOME;Paysagiste;;+33 7 78 18 01 01;5,0;non;https://www.jer-home.com/;https://www.google.com/maps/place/SARL+JER%27HOME/data=!4m7!3m6!1s0x47dc8ceccad60f89:0x688358a92d53d893!8m2!3d51.015584!4d2.3856371!16s%2Fg%2F11y5vz39r2!19sChIJiQ_WyuyM3EcRk9hTLalYg2g?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Jardinier
SARL Jerem Decor;Peintreenbâtiment;;+33 7 54 84 27 93;;oui;;https://www.google.com/maps/place/SARL+Jerem+Decor/data=!4m7!3m6!1s0x47dc8b01fb9aaaab:0x7215f6e20c3d0b6c!8m2!3d51.0263454!4d2.3143307!16s%2Fg%2F11fjmdytlb!19sChIJq6qa-wGL3EcRbAs9DOL2FXI?authuser=0&hl=fr&rclk=1;;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
Sarl Peindecor;Façadier | Peintreenbâtiment;;+33 3 28 64 37 05;3,0;oui;;https://www.google.com/maps/place/Sarl+Peindecor/data=!4m7!3m6!1s0x47dc8ceb665955e1:0x6bed1614be5b1421!8m2!3d51.013941!4d2.346115!16s%2Fg%2F1tx1sghq!19sChIJ4VVZZuuM3EcRIRRbvhQW7Ws?authuser=0&hl=fr&rclk=1;;Façadier | Peintreenbâtiment;Façadier.csv | Peintreenbâtiment.csv;Peintre en bâtiment
Sarl Pynthe Agencement;Menuisier;;+33 3 28 27 35 78;3,5;non;https://www.pynthe.fr/;https://www.google.com/maps/place/Sarl+Pynthe+Agencement/data=!4m7!3m6!1s0x47dc6172331d3205:0xd8a6f976d742dbf3!8m2!3d50.9975356!4d2.2280753!16s%2Fg%2F1tg4w36_!19sChIJBTIdM3Jh3EcR89tC13b5ptg?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Menuisier;Menuisier.csv;Fabricant
SAS C'PROPRE;Entreprise de nettoyage;;+33 7 77 25 54 95;5,0;oui;;https://www.google.com/maps/place/SAS+C%27PROPRE/data=!4m7!3m6!1s0x47dc8b6dc2af01eb:0xdf4e80bf4507473b!8m2!3d50.9465303!4d2.3501725!16s%2Fg%2F1vbnnp2f!19sChIJ6wGvwm2L3EcRO0cHRb-ATt8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Services de nettoyage
SAS LENGAGNE;Paysagiste;;+33 6 11 08 05 46;4,8;oui;;https://www.google.com/maps/place/SAS+LENGAGNE/data=!4m7!3m6!1s0x47dc3653b82e588d:0x146577e1989a61c5!8m2!3d50.7891255!4d1.8272787!16s%2Fg%2F1vfp2xn_!19sChIJjVguuFM23EcRxWGamOF3ZRQ?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
SAS Robaey;Carreleur;;+33 3 28 60 30 60;3,7;oui;;https://www.google.com/maps/place/SAS+Robaey/data=!4m7!3m6!1s0x47dc8b41424ac797:0xd8e699c88b3d8966!8m2!3d51.0061151!4d2.3422309!16s%2Fg%2F1tfbs4q6!19sChIJl8dKQkGL3EcRZok9i8iZ5tg?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Carreleur;Carreleur.csv;Entreprise de construction
SAS VANDAELE;Menuisier;;+33 3 28 62 01 50;4,8;oui;;https://www.google.com/maps/place/SAS+VANDAELE/data=!4m7!3m6!1s0x47dced4b3736fed3:0xf25b4cbfebffac3d!8m2!3d50.986686!4d2.4813591!16s%2Fg%2F1tf2x1z3!19sChIJ0_42N0vt3EcRPaz_679MW_I?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Menuisier;Menuisier.csv;Magasin de bois de chauffage
Satelec;electricien;;;4,2;oui;;https://www.google.com/maps/place/Satelec/data=!4m7!3m6!1s0x47dc8b5482de68bd:0xdf190f2dbf80a208!8m2!3d50.9950732!4d2.2978529!16s%2Fg%2F11j0nhz9m1!19sChIJvWjeglSL3EcRCKKAvy0PGd8?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;electricien;electricien.csv;Service d'installation électrique
Sayclean;Entreprise de nettoyage;;+33 7 83 23 38 45;;oui;;https://www.google.com/maps/place/Sayclean/data=!4m7!3m6!1s0x47dc8d7d54c77e0f:0x3c033012b62dc702!8m2!3d51.0421225!4d2.3897976!16s%2Fg%2F11x7t_c878!19sChIJD37HVH2N3EcRAsctthIwAzw?authuser=0&hl=fr&rclk=1;;Entreprise de nettoyage;Entreprise de nettoyage.csv;Service de nettoyage et d'entretien
SB Coiffure;Coiffeur;;;4,9;oui;;https://www.google.com/maps/place/SB+Coiffure/data=!4m7!3m6!1s0x47dc8c6478106a43:0x98345041c81d1830!8m2!3d51.0351594!4d2.3789205!16s%2Fg%2F1tdj3h2h!19sChIJQ2oQeGSM3EcRMBgdyEFQNJg?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1V6anD-sOirutgsGKzXmvQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=153.34592&pitch=0&thumbfov=100;Coiffeur;Coiffeur.csv;Salon de coiffure
SC Peinture;Peintreenbâtiment;;+33 7 55 66 64 08;5,0;oui;;https://www.google.com/maps/place/SC+Peinture/data=!4m7!3m6!1s0x47dc8b8660fedc09:0x2ca6cf2bcd1c29b2!8m2!3d51.0182787!4d2.3431074!16s%2Fg%2F11rfq_rp7z!19sChIJCdz-YIaL3EcRsikczSvPpiw?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
Schoemaecker Andrieux Ingrid;avocat;;+33 9 63 50 29 49;5,0;oui;;https://www.google.com/maps/place/Schoemaecker+Andrieux+Ingrid/data=!4m7!3m6!1s0x47dc8b783a3bb0e7:0xf048fa5200f26bda!8m2!3d51.0286058!4d2.3515254!16s%2Fg%2F1hc2bhs9p!19sChIJ57A7OniL3EcR2mvyAFL6SPA?authuser=0&hl=fr&rclk=1;;avocat;avocat.csv;Avocat
SCP Debeugny-Cortier;avocat;;+33 3 28 28 00 80;4,0;non;https://www.dunkerque-avocat.fr/;https://www.google.com/maps/place/SCP+Debeugny-Cortier/data=!4m7!3m6!1s0x47dc8c62bf07e763:0x4d99d818624af76e!8m2!3d51.0311965!4d2.3761427!16s%2Fg%2F1tj5p_xj!19sChIJY-cHv2KM3EcRbvdKYhjYmU0?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
SCP VANBATTEN CATRIX;avocat;;+33 3 28 65 80 90;4,6;oui;;https://www.google.com/maps/place/SCP+VANBATTEN+CATRIX/data=!4m7!3m6!1s0x47dc8c62fe191ced:0xaa6b80946f797e36!8m2!3d51.0329286!4d2.3801131!16s%2Fg%2F11btly2l7m!19sChIJ7RwZ_mKM3EcRNn55b5SAa6o?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Avocat
Seat Dunkerque | VGRF Hauts-de-France;Garage;;+33 3 28 64 16 55;4,9;non;https://seat-dunkerque.fr/;https://www.google.com/maps/place/Seat+Dunkerque+%7C+VGRF+Hauts-de-France/data=!4m7!3m6!1s0x47dc8b267704652b:0x7594d08401ac475!8m2!3d51.0231349!4d2.3607889!16s%2Fg%2F11y2kc4d9x!19sChIJK2UEdyaL3EcRdcQaQAhNWQc?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Garage automobile
Sekhmet;Restaurant | bar;;;4,7;oui;;https://www.google.com/maps/place/Sekhmet/data=!4m7!3m6!1s0x47dc8c7bd316ee0d:0xa14d676dc2a37304!8m2!3d51.0377252!4d2.3698556!16s%2Fg%2F11h07fk801!19sChIJDe4W03uM3EcRBHOjwm1nTaE?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGnGtZ6KcjjVSRQV_xn0epfIjuCEgc-Mj0efoQ38SBQglEJVyUyq6R4-IlvyEXR0k8la0_Ons7GrxNt_oTppCG_sm4GfIfayc3I_Fq-lHrhV2VHpA1DiXLYSe5DZxZvkBYHymz=w80-h120-k-no;Restaurant | bar;Restaurant.csv | bar.csv;Bar à bières
SELARL Vanessa VANCAEYZEELE et Anne-Françoise SCHUBERT;avocat;;+33 3 28 66 65 11;4,4;non;https://vancaeyzeele-schubert.notaires.fr/;https://www.google.com/maps/place/SELARL+Vanessa+VANCAEYZEELE+et+Anne-Fran%C3%A7oise+SCHUBERT/data=!4m7!3m6!1s0x47dc8c63c7a19f81:0xe6762370b105d062!8m2!3d51.034164!4d2.3792237!16s%2Fg%2F1vr3cfzl!19sChIJgZ-hx2OM3EcRYtAFsXAjduY?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;avocat;avocat.csv;Notaire
SELECT ELAGAGE & PAYSAGE;Élagage | Paysagiste;;+33 6 76 12 81 90;4,9;non;https://elagage-hazebrouck.fr/;https://www.google.com/maps/place/SELECT+ELAGAGE+%26+PAYSAGE/data=!4m7!3m6!1s0x47dce1611064b9b5:0x2d11c916b3b4deb8!8m2!3d50.7108606!4d2.5318383!16s%2Fg%2F1td_4g0n!19sChIJtblkEGHh3EcRuN60sxbJES0?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage | Paysagiste;Élagage.csv | Paysagiste.csv;Service d'élagage | Paysagiste
Selene Eyewear;Opticien;· Ouvre à 14:00 lun.;+33 3 28 64 24 66;5,0;oui;;https://www.google.com/maps/place/Selene+Eyewear/data=!4m7!3m6!1s0x47dc8d15da93a57b:0x68e7e55b7c105bb!8m2!3d51.0344959!4d2.3757777!16s%2Fg%2F11y9287dr0!19sChIJe6WT2hWN3EcRuwXBt1V-jgY?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTHQcQcydx6WonH4W6s09QRvseDt13D3R8NJk3shVxLZHl-s5VgAdvdumQpZXOa3ZeBimLnn9ffgeAbRvMpy8NgBJ2ExwA7q6nXRo3hIXirJZ46ED-Hu2gas-USmrlItJvcS3G=w92-h92-k-no;Opticien;Opticien.csv;Opticien
Sep;Peintreenbâtiment;;+33 6 99 67 25 06;5,0;oui;;https://www.google.com/maps/place/Sep/data=!4m7!3m6!1s0x47dc8c7d6ad7df2b:0x65af4092b31ccab!8m2!3d51.0311168!4d2.3733124!16s%2Fg%2F1tf6lgvh!19sChIJK9_Xan2M3EcRq8wxKwn0WgY?authuser=0&hl=fr&rclk=1;;Peintreenbâtiment;Peintreenbâtiment.csv;Peintre en bâtiment
septdouze 💫 | bar à ongles & salon de tattoos;Institutdebeaute | Onglerie | tatoueur;;+33 7 83 67 82 58;4,8;oui;;https://www.google.com/maps/place/septdouze+%F0%9F%92%AB+%7C+bar+%C3%A0+ongles+%26+salon+de+tattoos/data=!4m7!3m6!1s0x47dc8d4a6d4a8e09:0x894c4603b7ebc53c!8m2!3d51.0443681!4d2.3707108!16s%2Fg%2F11rpnst0g5!19sChIJCY5KbUqN3EcRPMXrtwNGTIk?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlDRvKkqOgx7YwKa_5q7JST0dap4HQoJCvFroIEc_qb-kVGn0MbXQYeq92wVP0wIH7K3zFt65lVxMWm8WVvfcc66IorPtDFvcfHjvd_8hoMfEONqbQSQgzVm8IfMiDwcyQ8RS3ra352z8t=w122-h92-k-no;Institutdebeaute | Onglerie | tatoueur;Institutdebeaute.csv | Onglerie.csv | tatoueur.csv;Institut de beauté | Salon de manucure | Salon de tatouage et piercing
SEREL - Espace Verts;Élagage | Paysagiste;;+33 3 28 64 38 50;4,2;oui;;https://www.google.com/maps/place/SEREL+-+Espace+Verts/data=!4m7!3m6!1s0x47dc8ce540fdf8d3:0x2ab607003e0482eb!8m2!3d51.008686!4d2.402127!16s%2Fg%2F1v8gb905!19sChIJ0_j9QOWM3EcR64IEPgAHtio?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Élagage | Paysagiste;Élagage.csv | Paysagiste.csv;Service d'élagage | Paysagiste
Serenity;massage;;;;oui;;https://www.google.com/maps/place/Serenity/data=!4m7!3m6!1s0x84faa8e88fb4842b:0x16eeedd317d4850e!8m2!3d51.0182787!4d2.3431074!16s%2Fg%2F11v9xwrxy4!19sChIJK4S0j-io-oQRDoXUF9Pt7hY?authuser=0&hl=fr&rclk=1;https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhWVxCZnmlUscadd_kyxERqxuLlx9IwL_U5InWDa5AWsu-uIW7DZRV3qDfJ_ZIbetv_ixuUh4tSdaVYhmh3_xYLJD1KqB90tpMoAW_LYerU4HC29FUAIMxikAIrzzpWm1w-fJJ=w127-h92-k-no;massage;massage.csv;Institut de massages
Serrurier Dépannage - L'Atelier du Centre Dunkerque;plombier;;+33 3 61 30 88 20;5,0;non;http://ateliers-serrurerie-dunkerquois.fr/;https://www.google.com/maps/place/Serrurier+D%C3%A9pannage+-+L%27Atelier+du+Centre+Dunkerque/data=!4m7!3m6!1s0x47dc8c647ad432f7:0x27a870702f7ae8c1!8m2!3d51.035348!4d2.378956!16s%2Fg%2F1ptz38zn5!19sChIJ9zLUemSM3EcRweh6L3BwqCc?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;plombier;plombier.csv;Serrurier
Serv'&Vous;Entreprise de nettoyage;;+33 3 28 29 16 08;4,7;non;http://www.servetvous.com/;https://www.google.com/maps/place/Serv%27%26Vous/data=!4m7!3m6!1s0x47dc8c4ed47b38b7:0xce6a2fd8ccb9c782!8m2!3d51.0404714!4d2.4041162!16s%2Fg%2F1hc2m62dk!19sChIJtzh71E6M3EcRgse5zNgvas4?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Entreprise de nettoyage;Entreprise de nettoyage.csv;Agence de services d'aide à domicile
SET Tertiaire;electricien;;+33 3 28 25 93 10;3,7;non;https://www.set-tertiaire.fr/;https://www.google.com/maps/place/SET+Tertiaire/data=!4m7!3m6!1s0x47dc8b9c0017f3bd:0xa10f169cb611ed6!8m2!3d51.035755!4d2.3449932!16s%2Fg%2F1tjthk4p!19sChIJvfMXAJyL3EcR1h5hy2nxEAo?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Électricien
Showroom POINT.P - Dunkerque;Carreleur;;+33 3 28 25 91 00;4,0;non;https://www.pointp.fr/infos-showroom/grande-synthe-point-p-6143;https://www.google.com/maps/place/Showroom+POINT.P+-+Dunkerque/data=!4m7!3m6!1s0x47dc8af1b4062fdb:0xfae1b070f93c790c!8m2!3d51.0047725!4d2.3390661!16s%2Fg%2F11thhp_g0r!19sChIJ2y8GtPGK3EcRDHk8-XCw4fo?authuser=0&hl=fr&rclk=1;;Carreleur;Carreleur.csv;Entrepreneur spécialisé dans les revêtements de sol
Sig'nature;Paysagiste;;+33 6 77 46 70 42;5,0;oui;;https://www.google.com/maps/place/Sig%27nature/data=!4m7!3m6!1s0x291f21f8a1e8f3d5:0xa72bb92991c533d3!8m2!3d50.5291101!4d2.8933199!16s%2Fg%2F11ywp716kd!19sChIJ1fPoofghHykR0zPFkSm5K6c?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Paysagiste;Paysagiste.csv;Paysagiste
Simplicicar Dunkerque Vente Achat Voiture d'occasion LLD Estimation gratuite;Garage;;+33 6 11 77 33 33;4,7;non;https://www.simplicicar.com/346-occasions-simplicicar-dunkerque;https://www.google.com/maps/place/Simplicicar+Dunkerque+Vente+Achat+Voiture+d%27occasion+LLD+Estimation+gratuite/data=!4m7!3m6!1s0x47dc8d01c5e42d2b:0x713a644d042e3f5e!8m2!3d51.0340688!4d2.4181269!16s%2Fg%2F11m5ym677f!19sChIJKy3kxQGN3EcRXj8uBE1kOnE?authuser=0&hl=fr&rclk=1;https://ssl.gstatic.com/local/servicebusiness/default_user.png;Garage;Garage.csv;Vendeur de voitures d'occasion
SirEleec;electricien;;+33 7 54 54 65 36;1,0;non;https://sireleec.fr/;https://www.google.com/maps/place/SirEleec/data=!4m7!3m6!1s0x47dc8ddc592b29ed:0x2f71d93075644c65!8m2!3d51.0387274!4d2.3712071!16s%2Fg%2F11qpbjrmld!19sChIJ7SkrWdyN3EcRZUxkdTDZcS8?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Poste électrique
SISTER'S FRITERIE CHEZ SABINE;Friterie:Snack;;;4,3;oui;;https://www.google.com/maps/place/SISTER%27S+FRITERIE+CHEZ+SABINE/data=!4m7!3m6!1s0x47dc8b65c652cef1:0x16df1a26f4bad8d0!8m2!3d51.0160163!4d2.3512928!16s%2Fg%2F11c600mgcn!19sChIJ8c5SxmWL3EcR0Ni69CYa3xY?authuser=0&hl=fr&rclk=1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BiK7ebILhqxdPHGSvQOz3A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=306.80847&pitch=0&thumbfov=100;Friterie:Snack;Friterie:Snack.csv;Friterie
Sitenor;electricien;;+33 3 28 58 89 00;4,0;non;http://www.sitenor.fr/;https://www.google.com/maps/place/Sitenor/data=!4m7!3m6!1s0x47dc8b3929d44d73:0x744282e2cb200244!8m2!3d51.0042219!4d2.333822!16s%2Fg%2F1thn4swb!19sChIJc03UKTmL3EcRRAIgy-KCQnQ?authuser=0&hl=fr&rclk=1;;electricien;electricien.csv;Électricien
